sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28
WSH117,185,-0.20756762956986438,-0.012211695174485046,-0.1399819737201589,0.12445867035865892,0.09557831273368221,-0.02994824527697299,0.02285897546410219,-0.032725258402648824,-0.011833320448990093,0.027204160282298512,-0.0199679816874973,0.04165083689877178,-0.0015837795589548705,0.00618513312095746,-0.0008359051385355759,-0.005088307192938425,0.00023257464886397412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH086,186,-0.2087528952141972,0.08544628400514884,-0.12973965307405083,0.10431358916595851,0.055116908357050784,0.022919868271694326,0.037810617760221446,-0.048115230803424426,0.04399376068039254,-0.011721657092172995,0.007712697243494047,-0.008621017596946199,-0.021416029515075426,-0.0060554746652571574,-0.019073515505943398,0.004995722039298785,0.0004035230878221673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH127,189,0.19317155653927562,0.06152800427928555,0.11094353480376538,-0.0018711285276268885,-0.039909709987108924,-0.07193858136336195,-0.060613075076413565,-0.03373977679084998,-0.026274883605867872,-0.04130451086364845,0.00630087695657349,-0.024629384555781023,-0.025327189316330143,0.009220461979554255,0.008668632303379572,0.004691867775911261,-0.0006391283910693785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH102,190,0.20786096854372912,0.08016129019883488,0.09065830014423669,-0.008924211027782064,-0.058091133779151344,0.013268250744457985,-0.015250724111307781,-0.049287122198504056,0.001683723910437304,-0.027669179458171933,0.03511455310946007,-0.03255058800032164,0.0020258302768203337,-0.010872174265867117,-0.009313957298984436,-0.025416787029035427,0.0008007041309608372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH128,191,-0.08890932330072701,-0.19737218439689597,-0.0457710903292957,-0.06609214571123402,-0.09653135793403124,0.003712255242757598,-0.014912208501517938,-0.07273801791523736,-0.055551163267504214,0.030804809513257758,0.018592044816256117,0.008452312475950602,-0.01772340576759265,0.00045846547002981674,-0.007000847681575986,0.01356788359675374,-0.0010018406715723031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH116,193,0.25278511506057527,0.08389799020127497,0.07093999413867046,-0.004690565974042884,0.0558152056371169,-0.02042858687403329,-0.0627277552316317,-0.008476116730134233,-0.005097776784313027,0.011497752072622703,-0.05051127742316012,0.026505284223143414,0.027637421928351107,-0.016741425651649898,0.00530756861913085,0.01830488722104156,-0.0006232278536502665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH085,194,0.22035371215349778,0.09594609622856529,0.01789433490747844,0.029814359569223084,-0.05045798714358039,0.06317288026494196,-0.05498861606400983,-0.037745421839849955,0.009498770235863404,0.04708986991161078,-0.010689150016017222,0.02918958687240959,-0.014513549234937018,-0.015002874952703596,0.021172636394695583,-0.002520222432016542,0.0013778191227465926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH118,195,0.12025175837130407,-0.26392874316986964,-0.04312872617963183,0.08139173965608201,-0.10140839149409393,-0.15726213836521563,0.00027229417896393934,0.022790668567552224,0.07518963517217846,-0.012359067989994135,-0.004971647151898848,0.005755638470430449,-0.01110543053542142,0.01845706823015389,0.0036525692501958905,0.010267103152428193,-0.0007484708046632521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH087,196,-0.04498481041917599,-0.15404111220689287,-0.10108076422435468,0.16353604059486232,-0.076640273723297,0.005926288440416364,0.01253217561610208,0.055588043581253146,-0.051143215675819365,0.028007867760719347,-0.0018128137375765247,-0.021255652527187526,-0.018044459333809715,-0.033042077593469485,0.013921709968222168,-0.020363335098503913,0.0014262428239856044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH110,197,-0.19323203821017257,0.1100359629076227,-0.04866580547712987,-0.024908620838113293,-0.017610468901135046,0.042528389012518764,0.03493866443944429,0.034704567449424455,-0.042645305501603586,-0.021211107950337187,0.0024993589107406666,-0.032150859588868666,0.011471825630894047,0.04609751297783432,0.004046322274572442,0.004250964633818127,0.0009132655873833064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH104,198,-0.19605254915753353,0.08276824155908202,-0.0522009470625578,0.006932467984664947,-0.04352880826749971,0.06183612659604749,-0.010088421936826122,-0.0025546474016442046,-0.03759662131607517,0.0005608198455924548,0.020131291126306464,-0.0007603332030483557,-0.020987647662143984,-0.0037445724098200722,0.010474616930808964,0.024073836172633215,-0.004311163114724706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH120,199,-0.03194732456293396,-0.28035247618090026,-0.09777057512468457,-0.1168939999874951,0.14077461338329245,0.00594025232765468,-0.13096077759357946,0.061675435062955836,-0.030892217339349284,-0.010636300269051763,0.020196515168184177,-0.003353298197121844,-0.012503568088536136,0.010766798097263148,0.006881933298966217,-0.004831369437766088,0.00042854530898456055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH112,201,-0.13522502723750462,0.04484109691892235,0.19968071188632408,0.05707124776098673,0.057772382609437886,0.000786752429412231,-0.014423797553319139,0.017104406217114176,0.003273469594513717,0.005729987454985391,0.02596285821295055,-0.008093721251641959,0.022363994662564758,-0.013268743790637218,0.03726649409456803,0.002176300228626402,0.0001570209020489173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH092,202,-0.12205757959808824,0.04310145693631547,0.17990993004005726,0.07936336123974146,0.06148598026715854,0.00033526897557176183,-0.012704318980142225,-0.005831985246744819,0.009305360865073782,0.018846396773353372,0.007019454114790295,-0.0036490409499399766,-0.02657818772915038,0.012441455340575495,-0.0233270515725127,0.010623285435469462,0.008886250845048318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH115,203,-0.1763128254872435,0.06452263276040904,-0.08428092631363117,-0.06908230924022157,-0.0184779087883252,-0.005251747532418693,-0.08261123761521126,-0.05650847454305537,0.03623802233466708,0.04225373750570447,-0.055352872263870374,-0.04648902395442718,0.01772038480382055,0.011585526585229902,-0.012471186798924536,-0.015142669845620156,-0.0004216336937315454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH107,204,-0.11988633264196298,0.042723495217877674,0.18918385213908293,0.06600470110039261,0.04168339289351018,0.005462751566877246,-0.008572124304502294,0.02178254959304781,0.008552743087174089,0.019240248875642605,-0.0014322939438885783,0.02092982568129662,-0.01250848407435189,0.013168124193897774,-0.031761172036664474,-0.014988788030687194,-0.008649944489398634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH122,205,0.2114755977774705,0.1204940088819452,-0.035981262176795335,0.025051350370890027,-0.05292539163483723,0.0465668745442362,0.031143208624812558,-0.010818405770853924,-0.014578145419238677,0.0036319534746742797,-0.005145445031757734,0.002779693569692682,0.021451634669716654,0.050948904089006104,0.010906801074709205,0.0030780707911787246,0.00022211554477546126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH105,206,0.263977849975392,0.009693846472421259,-0.06658118589517863,0.05491845432212706,0.022920775483644976,-0.05504659342179849,0.027433451555570285,0.024294424511040923,-0.03535806731022813,0.05847965313627022,0.0381732753743371,0.005766860035481014,0.05617851838232604,0.013856759483882106,-0.009186858403692266,-0.0033192928524622954,0.0004747282897378507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH119,209,0.10221132694382987,0.09567606825834857,-0.04130960482176444,0.17062815704820763,0.030121768770417945,0.027090696494070962,-0.019503921037454665,0.02154006996802984,0.0014152023541847462,-0.08701712501469826,-0.010092212888513906,-0.015379699190432607,0.009942877526949865,-0.012964389201938188,0.00454088602873469,0.00424111118665447,-0.0016383158005561147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH088,210,0.2493152461919223,-0.2900234159713517,-0.07789052868756133,-0.020773212918347432,0.016592296495509164,0.11973759650626968,0.020469699518854526,-0.03853459644701997,0.03243545329697427,-0.05670526330658824,-0.004024087613329726,0.026232320190599383,0.019701210934314026,-0.008580164095038435,-0.010957347789397455,-0.0021477335349525703,0.0008372474370413894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH109,213,-0.1641544107042789,0.1164464555329294,-0.0007866999673132125,-0.07386018633143684,-0.08897369117395226,0.0393963656857659,-0.0021235231894223983,0.08527319288032187,0.047881041498178206,-0.012597776293855712,-0.041887956644900304,0.03168290054824663,-0.013002299150423051,0.013048476033582208,0.020823727816568147,-0.00887862781364627,0.0017147289653710739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH094,216,-0.17272850300437687,0.09318100111910457,0.016622309440768476,-0.06784443650533842,-0.11406305601770772,0.007419204156060764,-0.0323244001258484,0.058741372482478973,0.006287678205750713,-0.002542903336174706,0.029200882663839668,0.029285964938394124,0.028577315692989724,-0.03260917103405348,-0.045191523209420124,0.006956213003392604,0.001388339883082661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH121,217,0.309959714099595,0.11115627747010737,-0.04246786239975557,-0.09747540255925055,0.04786721514938375,-0.025398739820312755,0.08597158287591433,0.04252314694847495,-0.03909190568058952,0.020217289406872212,-0.050275190659592524,-0.03472087840918932,-0.02494829581016096,-0.03175891583087081,-0.01406807147303155,0.007709746072940257,-0.0004312140318646012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH101,218,0.3346996991991912,0.10950355786607781,-0.04791616736018137,-0.10112796451166794,0.059424309886827884,0.014507349942422058,0.041150183256100606,0.024183641756769826,0.054229425710292364,0.020650489309671755,0.047173023227680154,0.010488369694958482,-0.04042948158095005,0.01354449992431356,-0.004313004112923185,-0.004566020217116853,-0.000694286674572994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH114,219,-0.09196481021108716,-0.20417039682413135,0.18865340517234122,-0.07537212294451441,-0.0002826201146106807,-0.01910104862593193,0.08943769281617671,-0.029475017517772862,-0.05803091233715743,-0.025451067430679774,-0.02868890864525861,0.03610928843714902,-0.004719251581336604,0.006674848157959228,0.007142414992759684,-0.012452008443257752,0.0007551110522204407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH096,220,-0.1223851719354928,-0.29778443229246604,0.12100891410601912,-0.03419883212151083,0.01583697650127389,0.04862568447337952,0.058817191436876616,0.012363582179821824,0.0578456699919685,0.02872280776071658,-0.005428957879285101,-0.055059493674848754,0.02292885151317674,-0.007949072947951087,0.002011691096241078,0.011891418295762915,-0.0011998421196693886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH113,221,-0.18759617950065502,0.11677681436230906,-0.07201063259121297,-0.09568011031667727,0.029942116506356302,-0.09641580793310014,0.01724185069576363,-0.01879822181776961,-0.020269452798320757,-0.06238293869012306,-0.0017415743785727878,0.004325213029661182,0.014959407566584,-0.008410870504176592,-0.012389933961425391,-0.004129897743954701,0.0009066551326757505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH108,222,-0.20230513410048806,0.13198387504041,-0.05793088137348601,-0.10468888965653554,0.027968544284666864,-0.048441366461408356,0.041727313082285125,-0.037216807772778,0.04053303054740595,0.0086610546115034,0.033945539040511695,0.00755889603357121,0.01043178535066919,-0.025454106740810358,0.043072370839477875,-0.002983349933955871,-0.0005658051172779182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.40136679956228954,0.2340706357815531,0.11232796792867211,0.07466611144345528,0.04473967155099243,0.03128297111355668,0.02584298566892714,0.0178231675919638,0.015085454905072135,0.012447830491216916,0.008079136556411239,0.007092503698710898,0.005350493049977436,0.004522666795183613,0.003823415195176271,0.001401524660160561,7.666400668085239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
